SYMBOL,logFC,pVal,pAdj,sdSF,sdGC
RCOR1,-0.174073297,0.382094662885905,0.695328046482012,83.04512,69.42281
SIRPA,0.732498675516594,0.00995777241456101,0.0897058933801966,33.689,23.3994
ANKRD9,0.424634341698399,0.391199193772002,0.701765098176929,43.90941,44.56546
BRI3BP,0.333974119673609,0.375181394038517,0.690718850550778,118.53883,40.57084
ANKRD13B,-1.801076267,0.0503849374693331,0.247529641028349,3.741445,10.716805
TMEM156,0.73589006645085,0.182735165643195,0.491437176237434,23.87091,13.65428
NDUFV1,0.144035513447937,0.601352127698093,0.833739501168121,311.9795,217.7928
DDX60,1.19890207643034,0.00184714102085536,0.0275435113938404,75.45614,26.66525
BANK1,0.504069650104224,0.306425470820167,0.630046079252608,26.07436,17.41236
SSH2,0.178713911522652,0.45129617059611,0.744959846391492,98.71113,65.95746
BICD2,0.0290684061250654,0.886649710866534,0.959847509025604,79.74519,98.84328
SMARCE1,-0.136366892,0.511793206476835,0.784525771862914,128.5714,151.4781
SCARB1,0.815900267107633,0.0144997998088213,0.114196863987281,26.46137,20.09806
CHCHD5,-0.00991421,0.978704536845738,0.993556056672852,39.19382,30.0652
INPP4B,0.947259143078846,0.000431750359158167,0.00930058957433958,101.21683,31.65925
CCR7,0.83852778029592,0.00374402432852578,0.0454420069083164,74.46883,30.76355
FGD3,-0.231890647,0.713967367352969,0.891505468589635,25.58673,12.77525
ANO10,0.650047091511375,0.144279174462056,0.440346790361093,40.07602,17.0789
WDR20,0.111887122476721,0.573247444976273,0.818836872897004,24.27073,57.51645
NSRP1,0.007121165082216,0.978209130779783,0.993556056672852,71.37578,63.41466
CARD19,0.244159067850353,0.501603168463585,0.778272409307557,43.78847,28.65275
RFLNA,-0.069386452,0.946658069970406,0.983270890375922,9.323469,7.711608
ZC3H7A,0.552173683793664,0.0222000946586829,0.150862362009982,146.34221,95.21812
NINJ1,0.506437945145849,0.0593322555223448,0.272881442832112,76.45642,69.07332
1110032A03RIK,0.73404062497348,0.0357944534721097,0.204201850886851,64.71747,37.7734
SNN,0.0960801137489857,0.76786253130946,0.913280435484064,65.01834,22.14948
CCDC92,0.380070133035439,0.409992734035453,0.715220031424883,19.84736,14.00297
WNK2,2.79501414565085,0.0171439018250799,0.127577029883686,10.22522,1.35475
SH3RF3,0.327677605360109,0.682017822111577,0.877052624359761,22.207976,7.743289
RMI2,-1.462175229,0.00000392536448164189,0.000195978249373582,12.97676,32.22154
RARA,-0.280065768,0.219309181975827,0.537611376576721,40.54739,37.27532
DHX38,-0.189913907,0.56852054729258,0.816560518205662,34.9881,49.33113
IGSF9,2.23614768852121,0.0653511472444256,0.287420766287221,18.902996,5.798186
PARP11,0.357593651995338,0.19899734403885,0.51484070112994,58.14625,41.95287
ARAP2,0.917326898973182,0.00000594606122601306,0.000281261270742255,244.2991,123.0084
ACD,-0.431824901,0.199125742026787,0.515012025284867,61.32132,54.33983
CRAMP1,-0.038649519,0.895885982474309,0.963016282480488,38.65325,96.35013
HPF1,-0.768062773,0.0000136513992402922,0.000580815103003411,93.15349,64.4278
ACER2,0.640067290636981,0.447202337897698,0.741812824011751,33.99185,31.8892
CCDC138,-0.346606695,0.283953526109946,0.60636393321105,16.11937,12.70614
WIPF2,-0.106472076,0.714378788822414,0.891539221472059,56.71684,38.79731
FAM120A,0.193114857036053,0.158093120113484,0.4597874923483,117.93491,88.84238
RAPGEFL1,-0.598779099,0.648528722959197,0.857892380480918,6.491012,12.609366
MINDY4,-0.299504597,0.785535635394872,0.920662582781459,6.554002,5.679858
ATP6V0A2,-0.250119454,0.133800033568905,0.423139776041587,64.70747,56.89738
DENND4C,-0.068243511,0.771083524558949,0.914914911598178,56.64166,87.68096
PHF2,-0.215818909,0.408384338760295,0.714325430959036,55.07952,106.94563
TIGAR,2.02695737427906,0.00435487912121485,0.0506946783649524,23.259468,2.701384
IGSF8,0.00529428059776361,0.986773853589855,0.996485745638157,37.59922,29.72001
SOCS1,-0.250704675,0.104336015408425,0.373435881150668,88.02588,127.92258
GCC2,0.363262667435528,0.0592413109010883,0.272826432284042,155.70169,62.20626
PTPDC1,0.20378699989714,0.862946621685299,0.949118594367221,12.733264,8.649505
MRM3,-0.044643395,0.934439642693331,0.977976035136998,43.66781,24.29694
HAUS6,-0.674910171,0.0901676278214294,0.343743498612155,74.70662,49.51088
DEXI,-0.032783481,0.910568287833392,0.967363758308184,49.99739,26.3094
KMT2C,0.672962640231227,0.0000194716760460959,0.000774979153240343,232.9632,178.9831
NOD1,0.533868617630052,0.423520896783768,0.726854135627689,40.14156,17.13564
SMIM3,0.0285939277201794,0.955244502626824,0.986040200316461,30.30265,16.41562
MTURN,-0.271156381,0.559996891913015,0.813110420266652,64.91452,39.87098
RNF144B,-0.036048273,0.961419854739571,0.988064131485628,9.780973,13.446355
CDKN2AIP,0.677491751239544,0.0129676302271151,0.106189428067961,119.4176,22.73174
CNTLN,-0.170286356,0.64916036260039,0.85814790587929,35.92943,30.22734
GALNT11,0.44647874429628,0.0599579015483601,0.274328475202908,28.23977,28.114
FKBP14,-0.31763701,0.756629892522597,0.908522638874636,4.406871,7.122001
TMEM237,-0.503823272,0.195696202607785,0.509911448234814,19.036674,9.836467
KDM1B,0.499030208054473,0.147830050819031,0.445633823715395,52.91196,35.69468
OPA1,0.391263412594991,0.07615917636716,0.31398257984785,82.07843,51.20893
CNBD2,-0.202115897,0.831626718092963,0.938181986078077,5.042412,4.757371
HSPB2,0.521595645695893,0.603233548013121,0.834864992596255,18.1604,7.127566
SBNO1,0.208773233744564,0.236314374889481,0.557461914147321,167.85355,88.63933
TRAPPC11,0.187830301165976,0.513562350613156,0.785474027345262,43.08207,53.33946
PHF20,-0.252425017,0.367889582474565,0.684702012538878,50.5486,52.56984
CDON,-0.693426947,0.277634448000017,0.600607295117616,24.40472,36.26348
FAM210A,0.0944304670906965,0.845997918401515,0.943553399867625,99.91433,85.06001
TBC1D32,0.423670285198606,0.325052603620018,0.648156308845384,9.176883,19.352003
MPHOSPH9,-0.270206714,0.352798493050426,0.671863322251279,69.06544,81.39285
CCDC50,-0.188608686,0.566617591225614,0.815615395357651,117.9526,75.5337
CAMK4,0.0599296332997926,0.75480777641714,0.907961382557096,94.49555,95.47834
RBM24,-0.750242535,0.200064362595262,0.516196678849453,11.833871,8.897959
TMEM181A,0.0422743480848417,0.925857794687279,0.974171784418144,25.02869,21.22067
STOX2,0.530540309239812,0.318952258543454,0.642376577310891,60.00611,23.94509
SNRK,0.467077814033046,0.0600798473727864,0.274648224909698,89.86902,53.63219
NOTCH3,0.227195196298935,0.496815815212188,0.776029444606538,22.58908,12.88791
CD84,0.354014680631103,0.0440670457450298,0.229283383005877,118.0276,119.5571
ORMDL3,0.360095893229268,0.25983519350512,0.582873165396051,126.05425,81.16847
PRDM1,1.27108293729451,0.11621579738332,0.395120356751857,19.297723,9.631963
5033430I15RIK,-1.970607701,0.065064484785446,0.286808816001947,4.844486,13.308701
GSTP2,-1.511865667,0.268415532944591,0.59198754579088,14.30527,27.91977
SPON1,0.628239864299606,0.27051466093761,0.593782145843286,27.827914,8.933302
ATG5,0.0950049262946897,0.547646553403923,0.805647100126395,58.26631,28.74611
P3H2,1.6288070257734,0.0270636521315804,0.170723449405381,14.901327,4.595053
PDE4DIP,0.621227019717051,0.0920357934178584,0.347396399638137,70.0865,41.05602
TTC39B,1.35448797174769,0.0187276728403168,0.135248696338026,43.19449,8.32035
FAM126B,0.17214723284317,0.555826825577916,0.810749078449173,100.05646,87.48712
MYLIP,0.682432198185233,0.00021059971588428,0.00553518036461999,84.72823,84.54432
SLC43A2,0.14602859742237,0.513078170306611,0.785265387340236,130.88698,71.60908
SLAMF7,0.350029166254683,0.427249008520878,0.72980991996633,35.30316,34.142
CHPF2,-0.133900253,0.703663674908016,0.885774482010126,24.26576,22.14967
BTBD10,0.0869186338242258,0.829026591938371,0.937264118471035,43.18438,18.34458
HAND2,1.96281289267778,0.138243862214004,0.430396775738798,9.651495,3.051099
RILP,1.1662780623817,0.170164748811721,0.476889469555327,34.2539,18.0452
PRKAB2,-0.127246774,0.755192092468214,0.908024673585979,17.08639,19.4087
FBXO8,0.709517083925601,0.000363695514757384,0.00814646734557419,38.15469,26.06322
PGAP3,0.120924384718207,0.82966808954913,0.937293542132864,16.99703,14.34058
MFSD14B,0.278622058277493,0.122896194329786,0.406366415050812,42.20467,34.04173
TAPBPL,0.2342431763849,0.253892907919637,0.576418076055084,55.78037,38.77164
BEND3,-0.760848567,0.270835713504679,0.593990739715576,13.30517,26.30633
CEP44,0.34020499585244,0.186162460275426,0.495830144779693,48.50924,36.20496
TLCD2,-0.753944352,0.200058993161425,0.516196678849453,10.17866,12.30782
PRIMPOL,0.0834103037288801,0.84937622285726,0.944777175424561,18.24911,21.36762
HOXA9,4.98123488807887,0.0527499535269701,0.254909266164127,23.1657427,0.9199663
F11R,0.540925944054541,0.090606891696786,0.344495411193924,56.56811,36.49051
HOXA7,-0.958387554,0.130579539128186,0.418437135515762,17.35825,14.87368
HRC,0.733364442889787,0.554794844066759,0.810357275706351,16.86295,8.86596
PDSS2,0.23709684206478,0.658031269791099,0.862801966911413,55.032,27.61142
CEP250,0.89242561406255,0.0361549233987216,0.205323770639748,100.3932,39.15436
AOX4,1.32488607221831,0.077498877132635,0.316243597796041,8.239682,5.287833
MICAL2,-1.389980305,0.194692606238519,0.508836211096443,4.405647,6.964249
SOBP,0.940119512405657,0.274271799974211,0.598588454446087,10.021501,6.036236
USP38,-0.218076055,0.342448799817218,0.664126908948978,53.44116,67.10284
NCAPD2,-1.749963054,0.000013949656674715,0.000588705591795184,28.0501,46.45055
HOXA5,0.365988878920147,0.654167795250216,0.860799333255608,31.25936,21.33063
BCL9,-0.392549637,0.316089987211184,0.63924320973463,57.96874,44.08331
TRPM4,1.54690262026681,0.118743208256946,0.39887629514675,18.486792,3.467367
SEMA7A,0.129586125976873,0.719914278241531,0.893864663244216,23.18913,24.35258
SLC22A23,0.484374741002555,0.305043142178605,0.628473467914496,17.442486,9.852789
OVCA2,0.190536799704041,0.68187342967222,0.877052624359761,67.44066,43.13049
IFFO1,-0.415296177,0.391125627880859,0.701765098176929,26.77364,39.74258
FAU,-0.353689466,0.018138096432688,0.132395419975103,1943.758,1858.298
NOP2,-0.572520804,0.189726189375604,0.501103736007732,26.15431,18.27093
OSTM1,-0.006872094,0.973784737512758,0.9922803285206,112.73095,89.81872
BPHL,-0.555114474,0.0204837804292677,0.142666614849219,34.31298,30.56927
SMG6,0.113463301105883,0.59085970780385,0.828431131466363,87.81698,66.98561
SNX25,0.718956869024509,0.0591749456477497,0.272741278777397,65.1294,35.44516
GALNT18,0.821617889624623,0.144926766923315,0.441205208967208,25.2371,16.3881
WDR36,0.0140701374333531,0.955537602462403,0.98614443831453,46.38255,21.95606
SNX10,0.859796986134494,0.00622699648115363,0.0653459007408997,92.6414,99.85986
AFG1L,1.01600797210722,0.164858786805431,0.469469964193341,19.90119,19.95791
CD160,0.581894916621131,0.322102201582917,0.645471316793013,21.14027,18.33921
SPATS2L,0.666975574124293,0.0467282800422625,0.236007961490872,44.60054,30.57357
EDEM2,-0.154298228,0.591425327153229,0.828778872929213,46.38146,42.97408
KCNH2,-0.124403503,0.70201026823609,0.884975186893538,26.40066,13.83014
1700066M21RIK,-0.096583206,0.833020914309418,0.938455834147917,18.87454,26.59578
TRPC4AP,0.166606990175435,0.441678278859917,0.739655273367795,201.6619,107.8823
SESN1,0.407518104806517,0.0272385234677835,0.171343335450015,67.92926,44.35435
TSR1,-0.748585788,0.0592948611681247,0.272881442832112,25.91559,65.72898
MLXIP,0.217212504285581,0.513615832660203,0.785474027345262,28.62966,18.80822
TXLNG,0.133653197982393,0.494749127732789,0.774943476562717,97.77383,29.64141
ZFP384,0.0498028234481552,0.924348000918978,0.973400366585179,12.694721,7.148898
PLCL1,-0.100146445,0.809585363982624,0.930393279791246,68.29496,121.6465
SGSM2,-0.56906743,0.402302422694175,0.710653867078712,12.65682,55.34578
ARL5C,-0.117803347,0.509880776191681,0.783127654780572,166.76136,55.99682
CAMP,0.914411733125225,0.172370958564846,0.479446706213384,41.15874,20.45078
FBXO25,0.521771406411223,0.066345663412227,0.290079321989734,43.05066,26.12947
LASP1,0.0696972296921733,0.738992491853175,0.900981579578349,45.1001,49.38303
FOCAD,0.727853206240785,0.135693294574593,0.426537595588892,46.13514,16.76358
NCOA6,0.655111510094011,0.0301374932671093,0.182436967532548,63.66361,47.27876
PCP4L1,0.826560501974116,0.375976203735192,0.691535657365956,47.44863,21.79379
SBF2,0.289369554430675,0.430690452479891,0.732173769215814,31.33709,24.34216
GMDS,-0.032443584,0.955370111694495,0.986040200316461,25.88411,13.62339
RBM8A,-0.375594524,0.014970544562987,0.116151544213423,67.98142,60.96943
TRP53INP2,0.259316723616525,0.435229263923112,0.736166657811369,73.33223,57.71132
TTK,-2.675622856,0.000000000787780692356956,0.0000000920468828375587,10.20776,14.38487
PIGU,0.0267923784353724,0.944957176599062,0.982768425313111,29.48523,25.6552
SETD1B,0.183665445373817,0.408694335474934,0.714325430959036,148.4707,81.84309
RRAS,0.379969536097032,0.239313589360847,0.560375954747409,81.88315,50.7807
PALS2,-0.068065234,0.813102494533127,0.931511002953398,87.67731,59.77858
GPR162,-0.800316393,0.0155098232004033,0.119271759257718,30.63444,34.89459
TXNIP,0.72520683109396,0.00000214499454631105,0.00011701804742715,199.0843,152.4754
UPF3A,0.0215044179725521,0.929735838963619,0.975640189109565,33.77466,41.94997
PMEPA1,-0.115400055,0.744117987944115,0.902392862032284,78.0356,113.8266
HJV,0.880653702075018,0.502071695484524,0.778696041228449,7.718453,5.156529
SCAF1,0.146977832382436,0.618767794827353,0.842952002402494,21.22291,25.77133
HIGD1A,0.115013875879879,0.594396664055282,0.830563906212723,321.0314,289.7748
FOXQ1,0.845637801964735,0.35399078198874,0.672625445824964,17.63234,10.15636
CDC16,-0.538840723,0.0587358192939788,0.271516599552945,61.52044,86.33205
FIG4,-0.424464662,0.354625974861417,0.67306314045158,32.38146,31.0855
EGR1,0.0632300943945505,0.771541019899935,0.914963037222113,85.2787,97.15293
FCRLA,1.11896800284763,0.0462196744330451,0.234965685112974,24.63057,10.84012
HDHD3,-0.12710835,0.876843908211866,0.955441928517864,28.76125,27.78376
POLI,-0.716670845,0.183491149411367,0.492275689913258,18.14479,16.57673
USP5,-0.255372604,0.33393287089454,0.65676495627084,54.66353,47.06279
MLLT6,0.548834670401169,0.0501235565518449,0.247332028027808,46.39365,24.84124
CDC40,-0.274548448,0.191221689753362,0.503524721908575,133.19731,99.58106
SPSB2,-0.88372913,0.308898987645524,0.632792287003267,13.957955,6.957009
DENND2A,3.10377716433724,0.000270949989078524,0.00659761116485606,51.849696,2.642287
TMEM255B,1.37939985749192,0.332564934954726,0.655186879158759,11.51686,5.679949
ABHD17C,-0.102233357,0.64166743801439,0.854613533912865,51.40469,23.88633
UQCRFS1,0.210176038035471,0.426550942943871,0.729506625074976,652.3103,530.3475
OLFML2B,-0.090062499,0.9239966217955,0.973364689311511,8.709858,7.98752
CHMP4B,-0.252274533,0.227920821832156,0.548223994966418,109.0566,60.6442
NOS1AP,0.708769567318492,0.591366405815923,0.828770481190467,11.249335,7.510143
CDK19,0.0936999660480003,0.599178283715863,0.833081821165017,30.29357,56.34706
TFDP1,-0.673688593,0.000661499157294385,0.0128390008213366,47.45441,32.96078
SOCS7,-0.165910172,0.548758369575433,0.806600618892467,31.25441,34.42488
SV2A,0.5683414901581,0.686677848453863,0.877228710284117,11.449244,6.450058
POLR2L,0.0476247788195727,0.835917237103181,0.939819120348639,104.26872,69.37222
OTUD7B,-0.206378629,0.531026087250872,0.796005308577014,73.50532,32.65495
TMCO3,0.224077439073343,0.615514797981575,0.841192766017875,31.15312,21.58714
PRR3,0.309286376397451,0.580791940579732,0.822705658287725,19.60091,26.18156
PTOV1,-0.426555031,0.0343577389124727,0.198648123394603,60.567,86.10044
MESD,-0.179701722,0.494107587958092,0.774800928450061,90.01515,97.60899
DCUN1D2,0.128645564887386,0.678730762233092,0.875145148998066,30.27202,26.20438
PARP12,-0.104619827,0.827468924891457,0.936307072127307,16.01001,14.06501
GDF15,1.56971488189651,0.178805373173406,0.487193176386326,10.573216,4.663947
RPF2,-0.579839335,0.0139917007034819,0.111883584225953,49.67636,70.81886
GRTP1,-0.466042164,0.584688078080916,0.825172276772391,26.018187,4.183526
TBKBP1,0.809139750441461,0.281409587577749,0.604310782156743,9.597022,7.304516
JARID2,-0.013368587,0.955018630853372,0.986040200316461,102.95874,69.17621
TBC1D17,-0.088570868,0.763051261457367,0.91119635055235,49.05334,43.70445
C1S1,0.162502697265602,0.672906520052577,0.87086273635834,37.31358,25.08437
MFSD4B1,0.849276398853184,0.309551592621766,0.633466120203763,12.063285,6.937565
ARMC10,0.114799201331765,0.677597589134734,0.873971946048483,69.37023,24.39968
CAR14,2.35945607699024,0.000687286718556706,0.0132686167107797,29.740842,5.677459
C1RL,1.49757571508847,0.10466449510877,0.374134053545435,37.16001,12.17529
RGS4,1.03174832936443,0.105980257341116,0.376965921626244,22.787964,9.226745
CBFA2T2,-0.631352001,0.0593761458116487,0.272881442832112,29.94225,36.03396
OSBPL7,-0.13606323,0.774484375289949,0.916215895162352,22.13057,14.41008
ZFP280D,0.217405895656587,0.292889590010421,0.616284412147986,190.9811,246.0803
UBN2,0.209233729425345,0.421123465485763,0.72448155543251,298.9994,297.838
ATF5,0.813221996834265,0.0602277392851977,0.274685488432123,85.03967,40.08251
TMC3,1.13542210340878,0.561107637788923,0.813119588730306,38.40838,13.63449
PCID2,-0.458312518,0.249590172877568,0.572408574299705,31.87619,15.62844
BC028528,1.38866690445915,0.00232923577290729,0.032736844251714,84.5116,65.37208
INIP,-0.170500441,0.479833435487319,0.764469891798852,83.69558,47.51577
CUL7,0.509755653191047,0.350712261321186,0.670952821222594,54.68435,16.1008
RANBP9,0.34779019642366,0.124239447614206,0.408393693046665,68.77769,51.49635
SP6,0.23907317106812,0.841982480715748,0.942711646987322,5.560563,4.065777
EFL1,-0.185947748,0.636850096114769,0.852948823705419,56.4863,47.87397
IFT172,-0.000140887,0.99983232067565,0.999896183240843,20.59511,27.59797
RAD9B,-0.015338366,0.978688861784134,0.993556056672852,13.72314,17.27278
SAXO2,1.69079253809105,0.253523800082882,0.576248680278337,20.382253,4.901597
SUSD4,-0.258953485,0.727842338142993,0.896885525602459,9.077527,10.826354
SUSD1,-2.041573396,0.00844818907874108,0.0801170783802841,5.999131,20.649408
SCT,1.13571099285845,0.37280470732198,0.689015001314081,17.64872,8.613494
PPTC7,0.270095560457316,0.233207269096362,0.55440725967837,130.1192,69.85029
PLN,1.21293893973088,0.281373020155698,0.604310782156743,87.31905,34.87768
AKAP12,-0.682996273,0.026809359744352,0.169529137931066,62.22005,115.19763
TCTN1,0.455209363949248,0.416470766469895,0.720836036990841,17.2755,10.45026
