SYMBOL,logFC,pVal,pAdj,sdSF,sdGC
SPIRE2,-0.45615798,0.706380167810094,0.887267893092872,9.099846,10.322155
RAVER1,-0.700193702,0.0709940477605787,0.301152480570951,16.34752,21.30333
2610507B11RIK,-0.242629615,0.386347372656943,0.698091524534765,135.6638,109.4397
AI597479,0.728188971756189,0.0357395831764242,0.204075366080698,30.306106,9.731812
TMEM86A,0.193519139999533,0.674418061816186,0.871664856840466,38.66334,22.71564
IFI35,0.357663008,0.121657294143449,0.404527207892195,68.5423,52.026
RDM1,-0.877292958,0.0408965811614927,0.219738425272989,57.26433,34.94213
NEDD8,-0.158433071,0.260012587868168,0.582906226840193,141.5276,179.1472
GOSR1,0.727253282293711,0.0341919255167696,0.197908679414441,91.78657,30.62731
MRPL52,-0.10423882,0.580408736189339,0.822690498477822,134.40016,79.44269
KANSL3,0.242359377423728,0.283693054344436,0.606145761551593,58.58867,27.36127
EYA4,1.10825772604474,0.0025876057781168,0.0349517214581887,28.65532,16.92103
EBF3,0.315806382823806,0.75609940349619,0.908491640050666,23.23164,20.73095
FAF1,0.229127463023672,0.26615536555352,0.588753116483677,39.77515,30.83172
TSACC,-0.991183097,0.10066140131589,0.366157076548273,11.41784,11.34764
METTL16,0.186175237516432,0.628328585727156,0.848227338052258,78.11668,29.79322
PIGYL,-0.193754722,0.361100513865039,0.678399031752396,61.12569,53.63764
RBM25,0.102413554296897,0.381548387639755,0.695328046482012,323.3962,169.6139
PSEN2,0.209252757026769,0.646109126430264,0.856210799197515,31.50006,29.26814
ACAA1B,-0.138891707,0.808178744750591,0.929605770231896,34.9276,37.21858
PLCD1,0.71615004143125,0.264836890036004,0.587247017036356,29.57009,10.33261
FADS1,0.210808014720525,0.560691773409966,0.813110420266652,26.8844,12.24212
LMBR1,0.192594387539912,0.833522457220143,0.938455834147917,24.84084,18.91136
CARS,-0.348207537,0.462387411519889,0.752635378123184,32.49019,41.2464
KDELR3,-0.833341811,0.376900412101756,0.691889993232173,5.799003,13.686893
APIP,-0.286668591,0.369800397470266,0.686421437248601,56.8326,96.90419
PDHX,0.0451013593854208,0.886095757712795,0.959536625887854,49.76836,23.75715
VAC14,-0.503151709,0.166648840167957,0.471574352161523,21.30873,27.22697
MCOLN2,1.10721004476938,0.0435509609576943,0.227795342663532,33.64852,13.37604
AKT1S1,0.231366329047186,0.446562673465048,0.741723389051473,71.72002,26.68515
TBRG1,-0.150388365,0.322686157482612,0.645762352700646,95.15456,79.20982
ADSSL1,-0.0233293,0.96900060927422,0.990768793796543,21.15406,23.24233
BRF1,0.180832748620611,0.517706728754987,0.788112226749327,65.62536,31.4757
ODC1,-0.077191445,0.772205543209041,0.915038234867171,69.76861,46.42243
THG1L,-0.057359558,0.931191902463681,0.976731534593278,12.920178,7.803247
ADAM19,-0.060252151,0.913193552380793,0.968100172633629,13.78192,14.9753
PABPC4,-0.300072623,0.399160337680507,0.707751326382504,28.24258,44.04416
PLIN5,0.957486262284762,0.3018202142078,0.625201169656298,150.50075,74.01309
SUGP1,-0.009728236,0.972630417767024,0.992007030415406,23.4726,37.20199
DHDH,0.754819199347504,0.148349444432419,0.445968916481014,111.31265,74.57137
ZFP790,-0.51197673,0.289028332221474,0.612108291301449,27.36284,36.3744
PINLYP,0.514020251671012,0.737074532013113,0.900185331336139,10.410927,5.524012
FUZ,-0.402769227,0.499313092833989,0.777654900630836,25.36295,21.37836
PGAM1,0.31181961934656,0.2284331342584,0.548773976374763,232.3297,138.0997
EVI5,0.327457381823692,0.262632406266176,0.585391397853983,20.50854,22.45925
EVI5L,-0.492373999,0.382492441337491,0.695711449119552,27.8734,23.94601
SNAPC2,-0.448306285,0.263673406051731,0.586078154252122,34.52405,25.71334
GIT1,-0.251511004,0.617781258694622,0.842194267947905,24.40946,27.21072
GLTP,-0.557477043,0.0210420921723638,0.145648115447701,41.98322,68.53789
BNIP2,0.288711716212567,0.075544572467645,0.312249569991002,166.14964,63.93975
CCNT1,0.0659267692359156,0.778424365671798,0.917513415219086,98.85585,137.67442
SCARF2,0.141540119726467,0.727648658051847,0.896849178554847,16.90816,21.74719
BRMS1L,-0.052651403,0.862807467456662,0.949118594367221,26.81938,17.05716
MED15,-0.100382472,0.73681248926761,0.900004084494555,53.9572,84.66265
DHDDS,-0.134208547,0.692114561534398,0.880684572144421,15.90596,17.44641
CRYBG2,-1.447773049,0.253678317584288,0.576330604285955,8.998269,17.796163
UBXN11,-0.825692364,0.2778013689068,0.60068167835572,28.96501,22.83607
MOGAT1,0.707941319201728,0.542711928669398,0.80299004603825,14.105749,8.613892
TJAP1,-0.422775473,0.277163982633904,0.600283817383461,20.13186,27.33065
EHF,1.19605342669921,0.0927485584612839,0.348742598421787,29.29121,14.89241
RPL15,-0.784891854,0.00000750760262321539,0.000343703316583869,589.9014,1023.6079
TMEM167,-0.182026834,0.401944636153002,0.710444994883738,201.6778,110.9946
STEAP4,0.712764414832651,0.0714240915675022,0.301994869476744,39.92337,39.50906
MPLKIP,-0.415329827,0.0466964666878469,0.235923387844989,182.4641,126.0742
KIF11,-2.948137222,3.37628936401615E-025,1.88794866330003E-022,35.18422,129.45892
RPA3,-0.947722507,0.00000000000939003521243563,0.00000000138697906906702,51.19828,117.81109
MLKL,-0.728849904,0.547200001288744,0.805647100126395,8.536582,7.436815
TNPO3,-0.142914972,0.383477973736144,0.696290691729885,52.98606,56.36787
TTLL5,-0.395843365,0.377485447284845,0.692123498968401,33.93271,26.84643
ZFP715,0.226255603061863,0.548734799666238,0.806600618892467,40.23788,53.99413
RETN,0.873832864800855,0.200541232248344,0.516628214711992,204.9859,225.2329
RPS5,-0.845401804,0.000000232481600160143,0.0000158950411078924,667.2827,1060.4565
ADGRL1,0.13129494580929,0.614034281983484,0.840996108359599,61.06582,44.31179
AMOTL1,0.741876806991214,0.00187715299880579,0.0278319928999075,86.82179,31.95856
ETV5,0.888879201933075,0.229815115687944,0.550185820539164,20.522222,6.815572
GFOD2,-0.557237061,0.248886060854808,0.571683726842699,15.13122,13.37921
ENKD1,-1.155105452,0.0733991601866286,0.306865327381053,22.05138,19.88417
ATP6V0D1,-0.43324316,0.0363572146281362,0.205820740852555,57.69224,43.35254
PTPRS,0.00176587622868718,0.993919293943558,0.998318859717365,38.40582,35.42201
SLC41A1,-1.17615365,0.0086162198344183,0.0812186357299743,53.13007,74.09795
ZFP651,0.150550094841059,0.784623297163138,0.920282190702169,16.76049,16.19282
NELFB,-0.035333172,0.899054267034642,0.963633792958849,52.45394,51.7124
TMEM175,0.24620821472407,0.485509562472295,0.767918296760151,35.18693,35.31548
TANGO2,0.00466323419117178,0.985372346956163,0.996124408335011,42.81903,22.84365
ALDH1A2,0.955268735818426,0.413929436720416,0.718316667398488,23.2203,6.49925
NDUFS2,0.0480458350539894,0.81613955143462,0.932926696124103,229.0846,111.7996
ATRAID,0.299617372865775,0.24018091056634,0.561124324262843,87.73742,74.58284
CAD,-0.079490745,0.910824852711043,0.967402332194473,29.93115,19.22958
LYPD8,1.34076179239545,0.182757073857439,0.491437176237434,13.755258,7.343917
SH3BP5L,0.197491854879671,0.593829069147636,0.830075845324788,49.42823,13.66877
ATAD1,-0.290889396,0.235038528500016,0.556035499545809,78.6734,84.04164
PTEN,-0.263919145,0.0828424785717113,0.327707096260051,186.2875,264.3958
PEA15A,0.506168836989201,0.0641525830879708,0.284623687562584,65.5938,36.87334
TIMM23,-0.01842786,0.918508696119212,0.970030224607131,212.4325,236.9871
TNFAIP8L2,-0.064139343,0.885881390622146,0.959480142015145,37.87633,22.19767
TRNT1,-0.014389782,0.946867405560163,0.983357851476218,75.04628,66.31939
EHMT2,-0.616629955,0.0431650986433018,0.226630989159127,49.5244,89.96574
ELOF1,-0.221003372,0.267476618064402,0.590924426278305,88.04719,120.19827
MED16,-0.233308546,0.435964533409117,0.736241601729887,22.57623,21.49161
ST3GAL1,0.232694524667695,0.603703113893909,0.835071972279966,27.90046,28.04397
TMEM259,0.226586688129737,0.384945423518018,0.69757991852102,80.86509,28.58163
RNF170,0.576215819103152,0.124691983042001,0.408859136856254,89.77833,44.74812
DEDD,0.366769073377703,0.209116744802178,0.527176137970342,80.251,44.63965
MCEMP1,-0.431137967,0.64507830663636,0.855641286488216,7.866941,8.430334
NIT1,-0.094885789,0.722301658622445,0.894256167819098,65.74738,59.66437
PAX5,0.0821557948115094,0.933116419975797,0.977732846064153,4.850744,4.268919
PRDM15,-0.43775754,0.246992158637605,0.569959930522822,26.19971,78.21107
RNF168,-1.15449298,0.000196292900505648,0.00523570348077841,41.16175,45.46474
DYNLT2B,-0.449771904,0.243722977842685,0.565782095258374,22.26266,12.04112
CHP1,-0.115993878,0.577100454994764,0.820877305002896,74.03429,67.49799
TRPV4,-3.78748273,0.00770087124244271,0.0753107689212527,1.819099,11.17484
KLHL3,-0.143066963,0.847482800568968,0.94394523785362,9.878366,9.624561
TVP23B,0.314703626628299,0.117568078034386,0.397412742736758,29.71669,20.58085
DNAJC7,-0.020037918,0.852676011063944,0.94535818617959,110.59791,51.52137
CACYBP,-0.024291196,0.888503915766338,0.960393911574287,181.8445,166.6396
CLUAP1,-0.445406836,0.162766106747901,0.466849200399035,36.44373,64.65527
ZSWIM7,-0.021799737,0.967630316085211,0.990208356793866,37.00119,30.24781
PIGL,0.625610689696724,0.237628327266301,0.558740325845796,17.751035,5.643113
NDUFA2,0.112631458309704,0.575723363287552,0.820066966483463,707.5843,766.2785
PAM16,-0.089484212,0.604300191202956,0.835515070299316,127.01021,86.60562
GLIS2,-0.483579831,0.696919390917783,0.882749527028535,7.271725,4.997716
COX6C,0.21863372108408,0.343095598182572,0.664718751658273,1690.341,1817.395
BICC1,0.375394936306532,0.508889682436685,0.78276367724834,19.82633,13.45916
UBE2Z,0.242408529647669,0.388613881049708,0.699531793009344,47.39523,37.72307
TMEM87B,0.266482576165039,0.244894295615879,0.567625460615517,57.59905,33.24779
ANAPC1,-0.033198453,0.912500751678094,0.967867504181652,80.15585,94.85227
MERTK,1.47313933642807,0.000721484559346395,0.0137927762462595,44.45023,16.26958
TSG101,0.209693868386922,0.261754661070472,0.584385103148493,103.99353,76.03107
HPS5,0.266640889156382,0.579720148251752,0.822510865791243,45.73108,42.41688
MAP3K4,-0.4232487,0.251663135553664,0.57421884485044,56.85001,26.52823
PIEZO1,-0.305538087,0.590143181677716,0.828047260981393,39.65469,12.19769
BLK,0.362087136356291,0.717163045879942,0.89244882561121,20.887,11.32006
RNF166,-0.490770272,0.0080232772878132,0.0775434891946242,104.2941,93.44831
ANKRD28,0.366345520554148,0.211516841862386,0.529705565105466,84.97365,65.78549
ANKRD52,0.804035944441546,0.052434746273275,0.254328011896117,21.02394,12.88922
PKD2L2,1.07541895654966,0.136076798691013,0.42722166374678,18.521279,8.177006
SRP19,-0.568174053,0.000734142479436525,0.0138697117256342,70.1078,179.7872
WDFY2,0.181102105934281,0.526720435323412,0.793807089792921,70.22359,42.0995
RBSN,-0.276832602,0.530861848565543,0.795911516134321,23.17424,38.24913
MRPS25,-0.156869918,0.434274779337035,0.73539262600908,69.67504,47.32906
DGUOK,0.0478576138311253,0.903459478298046,0.964766787181893,77.20187,25.05025
CAMTA1,-0.27533321,0.265531287627285,0.587954089998642,79.29541,108.27943
CSF1,0.316999556772032,0.464034215495504,0.75365759669699,25.86828,13.28752
STRIP1,-0.523126385,0.0711386336383937,0.301357572206799,35.11329,37.65246
SLC25A11,-0.147602509,0.459683997316026,0.751491304267283,52.42875,55.49765
CMC2,-0.356060378,0.0972690677789933,0.358761317836442,55.59154,70.5165
CHFR,-0.125582378,0.425410047663643,0.728768269776121,60.07157,66.36799
HOXA2,1.4064041981928,0.16748200162913,0.473034419944793,12.678673,3.186121
ADAM28,1.11045762533873,0.0302893927650491,0.182998928235345,42.09559,21.3153
TEX261,-0.069979834,0.647899460013576,0.857421497980129,82.10386,82.66166
FAM120B,0.139097187006299,0.627851907350842,0.848022542563158,53.47786,39.7948
TBP,-0.263043466,0.400113162102665,0.708581809641604,55.55037,40.58815
PSMB1,-0.296560524,0.045385317064004,0.232618479728886,123.8915,453.3342
PDCD2,-0.164663853,0.496235283132776,0.775985932669831,64.63242,58.80249
DLL1,0.120325606308627,0.853925707568397,0.946062928736939,10.093086,7.370877
NOL3,-0.0576272,0.943481157762064,0.982204244677832,28.19494,24.09142
FHOD1,-0.395937211,0.489948155730642,0.771199183097884,25.83207,15.93533
ELMO3,0.381689884741972,0.424080350734494,0.727312439475055,29.93423,14.76922
STC1,-1.069277043,0.306921452941618,0.630626196247513,7.104231,5.751082
TPPP3,0.434474420836383,0.450127816720183,0.743893944098365,48.87002,46.66053
MSH3,0.17641527774761,0.507846634209659,0.782151756031933,45.40934,53.35776
TMEM208,0.345125399483973,0.0602603142625242,0.274685488432123,106.9476,151.7519
E2F4,-0.432109314,0.0810727322442986,0.323929730328699,68.54873,51.617
SURF4,0.0375671719455666,0.824194262208455,0.935310680776166,106.09833,62.92068
SURF2,-0.324113931,0.391793329531192,0.702282601895167,24.80508,18.47387
DNAJB9,1.12760330733631,0.000000248524663157133,0.0000169180463089184,42.65146,26.78293
NAF1,0.483939875049259,0.20450840796035,0.522031327037338,41.28809,26.94751
YES1,1.23415399009993,0.00168348848086449,0.0257649283308457,28.43801,16.17112
PPP1CB,0.135104616987677,0.416105802067068,0.720528799251689,228.7553,205.9431
GORASP2,-0.205473492,0.34009419289094,0.661637025111016,59.7289,37.57941
TSEN15,-0.331726582,0.325133783590193,0.648156308845384,28.4129,41.2345
EFR3A,0.17909438229856,0.430272723104348,0.731781449668128,116.27743,46.52562
TRAPPC2L,-0.33875957,0.125259718057983,0.409688044107189,86.70384,158.42861
ACSF3,0.506045224803834,0.520622448977347,0.789633409245212,27.50684,11.49968
DDX19A,-0.234463853,0.354412453704314,0.672936670828092,55.35013,24.15613
GALNS,0.214284113982258,0.816680991456026,0.933273066435077,13.250984,9.620046
GATA2,1.4731931322428,0.118879401678581,0.398905870570411,8.071586,5.048395
C8G,1.88410142785529,0.081864840906144,0.32551051039913,13.701423,2.520393
ENTPD2,-0.026158831,0.97270774061923,0.992007030415406,14.564278,9.517321
RABL6,0.368126134174969,0.18291707846452,0.491437176237434,130.01393,65.08605
PTGDS,2.21603517000828,0.0832742943904538,0.328338828779392,20.790182,3.289291
EDF1,-0.191281679,0.184151023874833,0.493200920425635,299.6147,377.4167
CLIC3,-0.097025368,0.949614772385041,0.9846436086909,24.40374,21.96107
NPDC1,0.228096877932109,0.705803090183088,0.886960977837457,31.632,22.15508
FBXW5,-0.474147475,0.124370725413861,0.408490129600341,41.03024,60.43675
SLC25A13,-0.378958608,0.474733261913547,0.761143303116095,40.10061,33.32657
UBE2I,-0.830432882,0.0000397319849037197,0.00143647834074659,184.4513,282.2936
TSR3,-0.105874963,0.721608065189837,0.894046503595664,35.63261,23.92973
UNKL,0.393984334982198,0.125293116570966,0.409688044107189,18.42784,18.97668
LRRK1,0.590798656181747,0.178382360901201,0.486912940137745,58.26047,27.02405
ALDH1A3,0.733003370436644,0.246094108904334,0.56898565441791,15.627389,4.853469
ACTN1,0.294168067909965,0.293061315652879,0.616397235246793,265.8158,137.7235
SIRT2,0.270581882214549,0.222748449424715,0.541706027342955,55.27187,56.71881
HNRNPL,-0.234478768,0.261205846876935,0.583742498508732,357.1698,303.6687
NOLC1,-0.320109159,0.302238004558706,0.625526567737362,55.64111,50.06088
CASD1,0.608855578794227,0.0592456964786194,0.272826432284042,110.39883,61.06276
CNKSR3,0.685597554611937,0.160705869312688,0.464324007349835,34.86091,11.27546
MTMR1,0.318201604349615,0.359124400800031,0.67694151190143,78.80275,42.52347
HMGB3,-1.434348061,0.0000000306900078304782,0.00000261148615544455,22.5305,40.12491
MAP2,0.107003346414024,0.883700125826791,0.958478432750419,12.30024,16.85747
CYP2J9,1.28035427961874,0.242251569771073,0.563976183545309,10.162188,3.259985
ABCA1,1.33590341276558,0.00000000000357072960640436,0.000000000564716297449223,93.29345,47.06037
NIPSNAP3B,-0.02171618,0.926446377792704,0.974228426495243,42.94653,27.90976
LAGE3,-0.734640817,0.00117152596300419,0.0196901750261247,48.33282,60.02324
UBL4A|GM44504,-0.547421251,0.00618734261292423,0.0652292527011891,61.25289,112.21468
GDI1,0.0839461495363946,0.670760249939261,0.869234665891327,113.45062,44.88507
SASH1,0.330774571635994,0.486276033977202,0.768353773981315,55.44951,37.60047
GADD45B,0.85522810147988,0.135684369589409,0.426537595588892,36.00461,25.98889
SLAMF6,-0.171265477,0.443868093743735,0.74035772919269,157.1065,116.2444
SLAMF1,0.0737954681377674,0.755260760239131,0.908024673585979,88.60886,49.81748
ZDHHC12,0.365284956733897,0.293916922823279,0.616870946467034,38.5184,17.48238
ENDOG,0.631503253801271,0.0984300463684237,0.361384276921028,76.11163,44.62693
CYBB,0.581740480191209,0.0701083929207679,0.298979679320222,72.09858,39.46621
GOLGA7|GM6829,-0.070388052,0.733567046866722,0.898623240680094,86.59047,50.38204
XK,-0.654831762,0.423786032808485,0.727067490212847,6.775356,7.116078
PCOLCE2,0.349660330148262,0.680062310107758,0.875706823771843,15.02008,17.44798
CD48,-0.118206855,0.627530660116351,0.847892510068018,97.36752,40.46425
CLPX,0.336928084595074,0.111741434779412,0.386808676617565,81.59233,43.19866
TRABD,-0.075254714,0.722510092796295,0.894256167819098,43.54759,28.51461
DENND6B,0.800485558728554,0.122066191148876,0.40499901564271,20.94075,19.02048
CD83,-0.210492176,0.489029873503237,0.770373350381344,82.62375,44.74628
GZMB,-0.457981736,0.584168084899281,0.824810145663994,14.57697,12.69299
C4A,-5.95284115,0.0444022149004338,0.229744044512919,0,32.40122
AGER,-0.117129236,0.877361996015008,0.955492587028561,10.76917,11.45045
ATF6B,0.203941740555699,0.482936807062662,0.766403972043391,58.91302,28.26506
EGFL8,-0.359940254,0.685615302401503,0.877052624359761,10.2054,11.55643
NOTCH4,-0.376578584,0.646642987942327,0.856483314627613,6.306637,6.93927
PPT2,-0.564798956,0.00303785099471794,0.0390544640015762,36.40123,47.4511
PRRT1,-0.105287859,0.476391648919208,0.76200905654333,37.05979,31.49646
RNF5,-0.092995199,0.58583106667344,0.825892041320551,59.74314,76.47632
CACFD1,0.546723479437386,0.183661992125586,0.492480871846259,36.12104,28.546
HIVEP2,0.687800817416003,0.0000754438320975802,0.0024506723633855,104.80917,86.84545
ARNT,0.485421962412401,0.188783719369145,0.499682239058713,90.5756,41.84786
MOCS2,0.265277850791701,0.272259775442361,0.595775164793996,149.40285,99.61894
NAT9,0.283913954960398,0.566659425565331,0.815615395357651,29.52053,14.66972
LPL,1.40279524999657,0.0175481588740324,0.129538672084265,2147.472,1053.851
ATP6V0E,0.172442005417572,0.245015419727286,0.567738112575126,218.1377,395.3598
ZFP318,0.911258481104364,0.00113735820019353,0.0192306882726027,79.53002,30.71911
SRF,0.266659812271774,0.527254784752042,0.794224477985194,32.78177,17.639
GATA3,0.0291888145982328,0.869950496197711,0.952468439975831,121.85974,78.18087
HSPA8,0.0470658574349303,0.805479690545629,0.928469080090768,921.1721,679.4361
SERAC1,0.990384014743468,0.1070094210668,0.378420075689882,5.696781,5.420519
PDZD11,-0.572492627,0.0752196010834963,0.311564363535529,54.56875,41.97016
PSMA2,-0.255188064,0.110829974516093,0.385479212226218,185.0672,210.795
MRPL32,-0.366717266,0.0336786035996157,0.196316417185101,100.46213,65.24231
SETDB1,0.114970048744551,0.699994551307751,0.884523462089226,60.2847,72.08372
ANXA9,1.36400457018168,0.376633344722886,0.691828596701503,9.506667,5.007027
PRUNE1,-0.901625069,0.242275264132704,0.563976183545309,12.44421,13.90994
CERS2,0.0410658483479668,0.86979907910949,0.952468439975831,88.71885,51.57104
CAPZA2,0.0875045594760341,0.400070727008429,0.708581809641604,119.48641,50.84752
PLEKHO1,0.430770645732444,0.137137763916751,0.428661603043436,38.59449,19.81394
VPS45,0.154016594589941,0.714314142432079,0.891539221472059,58.85194,35.68814
PRPF3,-0.423423021,0.0887914728381333,0.340883436319618,25.38101,33.88017
ANP32E,-1.12299488,0.00000000648382435992657,0.00000065075152566263,150.9178,319.615
APH1A,0.121041500451739,0.686110964967397,0.877052624359761,71.86672,42.88858
TAB2,0.292302112068208,0.106877227339172,0.378224793717303,139.59183,96.16354
PPIL4,0.0483153173621385,0.810742035957269,0.930766098913548,98.84093,64.6841
CNIH1,-0.183654189,0.193619259448228,0.507533357639529,42.92425,76.69783
EPS8,0.02599491607562,0.970137982258126,0.991090329388978,47.82436,44.95195
MED22,0.211466543274211,0.515445864712021,0.786505789279418,20.22849,23.57729
SURF1,-0.053148787,0.826332866464693,0.935965568629057,57.44106,29.61376
MED28,-0.200738846,0.312381666206615,0.635818313554906,131.2297,157.6468
QDPR,0.128403387679225,0.568196082995727,0.816244249148004,43.38519,48.01811
SQSTM1,0.015481411630494,0.93114403243602,0.976731534593278,63.29908,90.77219
NFE2L2,0.462940255394849,0.00523461938802561,0.0585835852454017,84.5687,65.32327
RXRG,0.706239596461864,0.427896940078706,0.730199715619869,19.277574,8.379536
RXRA,-0.587035168,0.137418170807967,0.42886259196197,19.66335,21.66083
ADAMTSL4,1.52013262238965,0.196748864737593,0.511451649617797,13.471891,6.712299
FCRLS,0.24692825407556,0.878225852266328,0.955883362456301,6.17036,8.196256
CD5L,-0.658071415,0.558368210607909,0.812186090067636,10.10566,8.392074
PRPSAP1,-0.074109004,0.75330227960612,0.907058664802249,48.15626,47.58479
NCAPG,-2.567507821,0.00000000119805483401195,0.000000134949241267087,23.4393,106.1251
LCORL|GM3414,0.476648851744302,0.0551570931395379,0.261378513101012,116.9341,81.0344
LTA4H,-0.425376703,0.0604815754253106,0.275199077719875,66.26008,69.02249
DSTN,0.533133098819681,0.00185842577763622,0.0276854161754999,172.28446,92.10376
MACROH2A1,-0.475620521,0.00171069978774979,0.0259539017217039,243.8609,349.962
GTF2IRD2,1.65656043627111,0.0130079192132975,0.106393031436831,38.216521,9.251357
BOLA1,0.0718666805515207,0.737786166415758,0.900632933694957,75.3698,99.32682
CASTOR2,-0.734243741,0.327562457179049,0.650108853660244,40.82449,33.0595
FCGR1,1.38793813429302,0.0166712120505893,0.124768465564838,39.623887,8.179068
NCF1,0.885457795571864,0.0233874173404321,0.155936497686805,19.74514,7.092948
ADSS,-0.193294161,0.277545525355774,0.600571919414273,72.16773,81.32378
IL17RB,0.149615331397867,0.691463344687784,0.880570548492915,29.37575,24.54477
CHDH,0.274518398936508,0.382233300327916,0.695328046482012,53.18319,22.87294
ACTR8,0.0769086005113831,0.790458864358979,0.922495187187803,79.01429,51.34534
LRRC27,-1.334535382,0.156961756552527,0.457985505468303,5.347656,10.797718
FNTA,-0.026723714,0.90387749702737,0.964766787181893,66.84132,75.34714
MTREX,-0.713961097,0.00298457223414345,0.0386513213151232,46.14879,27.05213
LBP,0.436800421705031,0.576499226276447,0.820448315503637,11.286637,9.431441
CELSR1,-0.430721684,0.256297857698081,0.579222799939212,21.00436,23.87067
FLI1,0.085473234832888,0.595195841810195,0.831116019578442,123.15418,68.62622
STARD13,-0.918423902,0.351808969539169,0.671658704557343,7.72278,9.94441
TENM1,-0.994809595,0.0637263173552643,0.283697171120663,10.97175,13.62519
UTP25,0.179518638762714,0.569496498776028,0.817062831607833,71.78371,115.75533
HSD11B1,0.609465283801746,0.00808691926260211,0.0778701690618458,130.6516,84.5996
SYT14,0.0686926125492089,0.945309999269027,0.982783443463158,13.022521,7.950243
H2-M3,0.326487259101756,0.298798593271219,0.621864890980655,38.04078,38.6815
LONRF3,-2.804240943,0.00824829541828519,0.0789386071907648,2.807752,7.535301
ATP5E,0.122399895287144,0.571101023643735,0.817885278305872,1190.032,1359.388
NELFCD,-0.434462055,0.236868491515269,0.557943428863332,47.83837,47.67942
CTSZ,1.19559968244947,0.000019097426295948,0.000762776539580761,423.2603,138.1516
PRELID3B,-0.505092156,0.0324254670065173,0.191579447894733,97.3596,79.53997
SERTAD4,2.99106987726766,0.00454941888712177,0.0523751849379893,11.349346,2.903352
H2-M2,0.802557150332821,0.0196602210179267,0.139189837055637,39.11632,24.77983
UBE2A,-0.025084801,0.903263769596189,0.964766787181893,112.2733,64.52971
SLC25A5,-0.568551992,0.00242691988518715,0.0335970686493149,670.207,1436.554
PPDPF,0.0111089682450649,0.960661107563137,0.987659791261149,150.3396,103.4744
EEF1A2,1.00158876202275,0.252663402461173,0.575746018386636,12.76773,4.78601
COL20A1,0.00234812320989537,0.998798244391665,0.999622341020669,6.109016,9.366984
PLS3,0.418377990853587,0.389091278585201,0.700087738655875,25.73762,15.97717
MPPED2,0.409814309409887,0.68484152809612,0.877052624359761,13.436108,5.301475
NKAP,-0.310338814,0.208843934752403,0.527176137970342,129.9888,161.8383
NDUFA1,0.327218905586208,0.135630030173353,0.426537595588892,740.4832,568.4204
WT1,-0.296371679,0.83697532511642,0.939819120348639,5.686599,10.066802
E2F3,-0.145345198,0.723190822356031,0.894702508038776,36.95649,27.28512
CR1L,0.276374423165372,0.128769234123988,0.415877568261336,113.5089,101.2732
PPFIBP1,0.362866519086963,0.393487067189384,0.703583256202344,59.64691,44.04824
CD46,1.33680678181106,0.00244536107683229,0.0337033612499675,55.8612,27.8942
CD34,0.407432082059433,0.248934179284142,0.571683726842699,26.00891,32.43196
PLGRKT,-0.049321295,0.752475245881329,0.906700963661651,94.46534,68.98019
CD274,0.0951332236658231,0.779360360301107,0.917546068218244,28.58261,17.97709
PDCD1LG2,0.287802566788446,0.76638081032297,0.912842781423822,6.498354,5.657547
GTF3A,-0.532129182,0.0393035087649986,0.215641172795405,58.80473,29.82935
MTIF3,-0.158182875,0.571559351914193,0.818073386316895,55.25746,84.89257
LNX2,0.37069580431728,0.344447682953451,0.665969050630055,14.87177,16.14259
MAPKAPK2,-0.212083049,0.317174801337742,0.640361813609933,48.72053,44.63938
IL10,3.3634721677882,0.0132479255612464,0.107752088577888,13.685428,1.407395
LAMP2,0.595666249752603,0.0000576466816815104,0.00197068579713408,190.6835,179.3242
ATXN10,-0.539940513,0.00962642055556498,0.0877815181353994,73.85116,92.60064
FOXRED2,1.06223727720546,0.295437224371371,0.618301709005073,15.075675,5.900139
EIF3D,-0.275008566,0.184501543235566,0.493606872226325,84.8494,61.45608
H3F3B,-0.619120907,0.00000197141594010416,0.000108303366225301,485.6242,893.8226
NUP50,-0.480484977,0.022184532421047,0.150822068656679,64.90996,59.42941
PHF21B,3.72032655151779,0.204076809689355,0.521517848202021,33.483778,1.662594
IFT27,-1.507901513,0.000154163973183143,0.00435694102550264,34.52532,35.53438
PACSIN2,-0.097237466,0.751200683793401,0.906058786391901,27.20276,31.36536
CMAH,0.602353051378486,0.00504997947745329,0.0568422204733904,134.18915,40.10021
TTLL12,-0.368957815,0.263502782973559,0.585865247517327,44.72719,42.92544
BIK,0.441182116485115,0.685133451999975,0.877052624359761,17.848892,6.751996
TOX4,-0.245939551,0.316377871075824,0.639549661444696,102.01863,82.07281
MRPS18C,-0.263070709,0.102497985317308,0.369723525125215,118.9375,129.3242
SULF1,1.00148108520152,0.0114879847447626,0.0985574669308205,40.2806,22.37101
SRSF6,0.110895309213618,0.623922320785543,0.845532690491529,131.4155,135.3685
PLCG1,-0.015078301,0.953015684693603,0.985975120940339,45.62462,33.80229
KCTD2,-0.481696326,0.0867728701706597,0.336871517049843,34.65572,33.13819
KCTD5,-1.057424892,0.0166015581028752,0.124547482135466,21.51337,20.54144
ETAA1,-0.068300351,0.765566072025598,0.912628901302329,68.39869,52.67282
SLPI,0.246764893434332,0.768508668515406,0.913490951016727,88.63318,109.39626
SDC4,0.746815215216316,0.000670158813446439,0.0129699339210518,206.5983,114.1226
IL13RA1,0.880926537939375,0.00361757672782584,0.0442157680152765,35.11982,19.86148
